10416,85,JAPAN,TOKYO,HACHIJO ISLAND,33.1,139.77
30381,73,UK,NULL,PETERSTONE,51.515,-3.055
30369,73,UK,NULL,BURNHAM-ON-SEA,51.24,-3
30383,73,UK,NULL,NASH,51.548,-2.945
30384,73,UK,NULL,REDWICK,51.552,-2.85
30385,73,UK,NULL,BREAN,51.3,-3.01
30386,73,UK,NULL,BARNSTAPLE,51.08,-4.06
30387,73,UK,NULL,WISBECH,52.665,0.15
30388,73,UK,NULL,KINGS LYNN,52.755,0.4
30366,73,UK,NULL,BRIDGWATER,51.13,-3
30374,73,UK,NULL,WESTON-SUPER-MARE,51.345,-2.98
30375,73,UK,NULL,KEWSTOKE,51.365,-2.96
30376,73,UK,NULL,PUXTON,51.365,-2.854
30377,73,UK,NULL,YATTON,51.386,-2.82
30378,73,UK,NULL,KINGSTON SEYMOUR,51.395,-2.86
30379,73,UK,NULL,CLEVEDON,51.44,-2.86
30380,73,UK,NULL,AVONMOUTH,51.5,-2.73
30370,73,UK,NULL,BERROW,51.265,-3.01
30371,73,UK,NULL,LYMPSHAM,51.28,-2.96
30372,73,UK,NULL,UPHILL,51.32,-2.98
30373,73,UK,NULL,BANWELL,51.325,-2.865
30367,73,UK,NULL,GLASTONBURY,51.15,-2.72
30368,73,UK,NULL,HUNTSPILL,51.2,-3
30382,73,UK,NULL,GOLDCLIFF,51.54,-2.92
10514,83,INDONESIA,NORTH MALUKU,MAKIAN ISLAND,0.33,127.43
10936,50,GREECE,NULL,ISLAND OF RHODES,36.167,28
140,85,JAPAN,HOKKAIDO,DATE DOMINION,42.4681,140.8681
141,85,JAPAN,AOMORI,TSUGORU PENINSULA,40.83,140.73
142,85,JAPAN,IWATE,TARO,39.76,141.97
144,85,JAPAN,IWATE,YAMADA,39.467,141.95
19479,85,JAPAN,IWATE,MIYAKO,39.65,141.983
19480,85,JAPAN,IWATE,OKIRAI,39.117,141.817
19481,85,JAPAN,IWATE,RYORI,39.03,141.87
18959,85,JAPAN,MIYAGI,IWANUMA,38.13,140.87
19478,85,JAPAN,IWATE,KOYADORI,39.427,142.015
19482,85,JAPAN,FUKUSHIMA,NAKAMURA,37.817,140.983
19279,85,JAPAN,MIYAGI,SENDAI,38.267,141.033
145,50,GREECE,NULL,ISLAND OF CRETE,35.5,25.5
10937,50,ITALY,NULL,"NASO, MESSINA",38.15,14.78
146,85,JAPAN,NIIGATA,TAKADA,37.1,138.25
25852,40,UKRAINE,NULL,FEODOSIYA,45.033,35.383
10738,89,CHILE,ARICA,ARICA,-18.48,-70.33
147,85,JAPAN,IWATE,KAMAISHI,39.267,141.883
148,85,JAPAN,IWATE,OTSUCHI,39.35,141.917
149,85,JAPAN,IWATE,UNOSUMAI (KAMAISHI),39.267,141.883
152,85,JAPAN,IWATE,UNOSUMAI (KAMAISHI),39.267,141.883
28207,85,JAPAN,NULL,YOKKAICHIKO,37.9667,138.35
150,85,JAPAN,IWATE,KAMAISHI,39.267,141.883
151,85,JAPAN,IWATE,OTSUCHI,39.35,141.917
153,85,JAPAN,NULL,MUGISHIMA,NULL,NULL
154,50,GREECE,NULL,ISLAND OF ZAKYNTHOS (ZAKINTHOS),37.79,20.9
10938,50,ITALY,NULL,DELTA OF THE PO,NULL,NULL
